,year,selling_price,km_driven,fuel,seller_type,transmission,owner
2517,2011,275000,40000,2,1,1,2
2518,2001,65000,60000,2,1,1,3
2519,2008,200000,50000,2,1,1,1
2520,2010,250000,110000,1,1,1,2
2528,2013,182000,100000,1,1,1,1
2541,2001,85000,86000,2,1,1,2
2542,2013,400000,50000,1,1,1,1
2543,2017,650000,20000,1,1,1,1
2544,2010,400000,50000,2,1,1,1
2545,2012,295000,80000,1,1,1,2
2546,2006,60000,135000,3,1,1,3
2547,2003,110000,120000,1,1,1,3
2548,2015,550000,113600,1,1,1,1
2549,2008,190000,70000,2,1,1,3
2550,2018,861999,20000,1,2,1,1
2551,2018,782000,14000,2,2,1,1
2552,2018,836000,26000,1,2,1,1
2553,2016,696000,138925,2,2,1,1
2554,2016,596000,121764,1,2,1,1
2555,2016,612000,105429,2,2,1,1
2556,2015,114999,35000,2,1,1,1
2557,2017,340000,60000,1,1,1,1
2558,2020,550000,5000,2,1,1,1
2559,2008,114999,70000,2,1,1,3
2560,2001,105000,80000,2,1,1,1
2561,2019,890000,20000,1,1,1,1
2562,2019,715000,8000,2,1,1,1
2563,2014,525000,54000,2,2,1,2
2569,2014,475000,23122,2,2,1,2
2576,2012,349000,44500,1,2,1,2
2581,2017,825000,13599,2,2,2,1
2584,2014,550000,100000,1,1,1,2
2585,2006,95000,110000,2,1,1,3
2586,2014,725000,90000,1,1,1,2
2587,2019,670000,17000,2,1,1,1
2588,2008,65000,140000,2,1,1,1
2589,2015,500000,50000,1,1,1,2
2590,2017,600000,53000,2,1,1,1
2591,2017,350000,70000,2,1,1,2
2594,2012,150000,80000,2,1,1,1
2595,2003,75000,110000,1,1,1,2
2596,2013,350000,90000,1,1,1,2
2597,2018,1200000,15000,1,1,1,1
2598,2011,890000,86000,1,1,2,2
2599,2014,500000,120000,1,1,1,1
2600,2019,600000,5200,2,1,1,1
2601,2010,99000,60000,2,1,1,2
2602,2011,235000,46000,2,1,1,1
2603,2006,75000,40000,2,1,1,2
2604,2014,600000,90000,1,1,1,2
2605,2019,1000000,25000,1,1,1,2
2606,2012,390000,90000,1,1,1,1
2607,2015,600000,70000,1,1,1,1
2608,2017,600000,70000,2,1,1,2
2609,2019,730000,35000,1,1,1,2
2610,2017,450000,12700,2,1,2,1
2611,2011,250000,80000,1,1,1,1
2612,2018,1200000,20000,1,1,1,1
2613,2018,300000,20000,2,1,1,1
2614,2017,800000,19000,2,1,1,1
2615,2009,125000,95000,1,1,1,2
2618,2012,295000,90000,1,1,1,1
2619,2013,650000,45839,2,2,1,1
2620,2010,200000,74510,2,2,1,1
2621,2009,130000,87293,2,2,1,1
2622,2012,250000,156040,1,2,1,1
2623,2004,400000,93415,1,2,1,1
2624,2017,430000,101159,2,2,1,1
2625,2015,170000,80000,2,1,1,2
2626,2019,450000,12000,2,1,1,1
2627,2013,350000,90000,2,1,1,1
2628,2011,130000,68519,2,2,1,1
2629,2012,180000,55130,1,2,1,1
2630,2014,475000,65239,2,2,1,1
2631,2015,470000,58182,2,2,1,1
2632,2012,200000,91245,1,2,1,1
2633,2013,650000,102989,1,2,1,1
2635,2001,100000,120000,2,1,1,1
2636,2014,409999,90000,1,1,1,1
2637,2018,640000,25000,1,1,1,1
2638,2007,160000,80000,2,1,1,2
2640,2018,750000,70000,1,1,1,1
2641,2002,150000,50000,1,1,1,3
2642,2008,80000,100000,2,1,1,2
2643,2016,240000,90000,1,1,1,3
2644,2005,60000,60000,2,1,1,3
2645,2007,70000,120000,2,1,1,3
2646,2008,285000,90000,1,1,2,2
2647,2015,350000,60000,1,1,1,2
2648,2015,699000,30000,1,1,1,2
2649,2011,275000,108000,1,1,1,2
2650,2012,350000,160000,1,1,1,2
2651,2006,135000,90000,2,1,1,3
2652,2010,325000,120000,1,1,1,3
2653,2012,650000,102000,1,1,1,2
2654,2009,300000,169500,1,1,1,2
2655,2014,1200000,169500,1,1,1,2
2656,2012,450000,60000,2,2,1,1
2657,2019,425000,3000,2,1,1,1
2658,2006,150000,75118,2,1,1,2
2659,2013,290000,140000,1,1,1,2
2660,2014,335000,60000,2,1,1,2
2661,2006,120000,79000,2,2,1,3
2662,2005,20000,25000,2,1,1,2
2666,2012,220000,70000,1,1,1,2
2667,2005,61000,4637,2,1,1,2
2668,2016,620000,70000,1,1,1,1
2669,2014,425000,100000,1,1,1,2
2670,2009,85000,120000,1,1,1,2
2671,2015,270000,40000,1,1,1,2
2672,2009,180000,169500,1,1,1,1
2676,2017,450000,30000,2,1,1,1
2677,2012,450000,42655,1,1,1,1
2678,2017,250000,43000,2,1,1,2
2679,2012,725000,70000,1,1,1,1
2680,2010,250000,55000,2,1,1,1
2681,2010,99000,80000,1,1,1,2
2682,2017,350000,55000,2,1,1,1
2683,2018,511000,70000,2,1,1,1
2684,2012,300000,80000,1,1,1,1
2685,2010,1100000,110000,2,1,2,1
2686,2010,125000,60000,2,1,1,3
2687,2018,500000,30000,2,1,1,1
2688,2013,385000,80000,1,1,1,2
2689,2012,350000,90000,2,1,1,1
2690,2003,60000,50000,2,1,1,1
2692,2012,400000,70000,1,1,1,1
2693,2014,550000,110000,1,1,1,1
2694,2012,300000,80000,2,1,1,2
2695,2012,250000,156000,1,1,1,1
2696,2012,800000,169500,1,1,1,1
2697,2018,300000,25000,2,1,1,1
2698,2004,80000,120000,2,1,1,1
2699,2020,1200000,11000,1,1,1,1
2700,2017,355000,40000,2,1,2,1
2701,2015,520000,50000,1,1,1,1
2702,2012,500000,26000,1,1,1,1
2703,2008,114999,30000,2,1,1,1
2704,2014,1200000,50000,1,1,1,1
2705,2018,800000,20000,1,1,1,1
2706,2008,105000,30000,2,1,1,2
2707,2011,135000,78000,2,1,1,1
2708,2011,170000,40000,2,1,1,2
2709,2014,550000,100000,2,1,1,1
2710,2009,250000,70000,2,1,1,3
2711,2014,650000,30000,1,1,1,2
2712,2008,210000,77000,2,1,2,3
2713,2011,260000,150000,1,1,1,1
2714,2016,750000,69000,1,1,1,1
2715,2016,1200000,120000,1,1,2,1
2716,2012,220000,120000,1,1,1,2
2717,2008,110000,110000,2,1,1,2
2718,2017,1200000,70000,1,1,2,1
2719,2013,220000,110000,1,1,1,1
2720,2009,130000,50000,1,1,1,1
2721,2012,330000,44000,2,1,1,1
2722,2010,254999,90000,2,1,1,2
2723,2014,600000,50000,2,1,1,2
2724,2012,210000,50000,2,1,1,1
2725,2014,300000,146000,1,1,1,1
2726,2018,426000,15000,2,1,2,1
2727,2015,265000,60000,2,1,1,1
2728,2016,450000,35000,2,1,1,2
2729,2012,480000,80000,1,1,1,1
2730,2010,40000,90000,2,1,1,1
2731,2011,395000,70000,2,1,1,2
2732,2013,229999,62000,2,1,1,2
2733,2018,875000,10000,2,1,2,1
2734,2010,170000,80000,3,1,1,3
2735,2015,500000,35000,2,1,1,2
2755,2019,450000,40000,2,1,1,1
2757,2012,550000,120000,1,1,1,3
2758,2013,200000,60000,2,1,1,1
2759,2008,80000,90000,2,1,1,2
2760,2010,300000,169500,1,1,1,2
2761,2019,675000,15000,1,1,1,1
2762,2017,260000,30000,2,1,1,1
2766,2001,70000,117000,2,1,1,2
2767,2004,100000,70000,2,1,1,1
2768,2012,730000,110000,1,1,1,2
2769,2016,525000,100000,1,1,1,2
2770,2016,525000,105000,1,1,1,2
2771,2009,550000,169500,1,1,1,3
2772,2012,420000,95000,1,1,1,2
2773,2015,500000,70000,2,1,1,1
2774,2009,165000,76000,2,1,1,2
2775,2014,650000,70000,1,1,1,2
2776,2013,195000,46000,1,1,1,1
2777,2001,75000,70000,2,1,1,1
2780,2006,90000,90000,2,1,1,1
2781,2016,515000,50000,1,1,1,1
2782,2017,700000,24585,1,2,1,3
2783,2001,62000,70000,2,1,1,1
2784,2011,220000,110000,1,1,1,3
2785,2019,520000,10000,3,1,1,1
2786,2010,170000,100000,2,1,1,1
2787,2011,190000,110000,1,1,1,2
2788,2011,150000,100000,1,1,1,2
2789,2009,125000,65000,2,1,1,1
2790,2015,290000,40000,1,1,1,3
2791,2019,490000,13900,2,1,1,1
2792,2017,434999,17563,2,1,1,1
2794,2012,200000,82000,1,1,1,2
2795,2016,495000,40000,1,1,1,1
2796,2014,894999,169500,1,1,1,3
2797,2014,600000,151000,1,1,1,2
2798,2015,300000,50000,2,1,1,1
2799,2017,430000,15000,2,1,1,1
2800,2017,370000,80000,1,1,1,1
2801,2019,750000,11000,2,1,1,1
2802,2016,300000,50000,3,1,1,1
2803,2012,700000,120000,1,1,2,2
2804,2007,100000,70000,3,1,1,3
2805,2015,300000,90000,2,1,1,1
2806,2012,130000,169500,1,1,1,2
2807,2016,650000,40000,1,1,1,1
2808,2017,509999,25000,1,1,1,1
2809,2013,1000000,117780,1,1,1,2
2810,2010,280000,120000,1,1,1,2
2811,2017,600000,120000,1,1,1,1
2812,2013,210000,120000,1,1,1,3
2813,2014,1150000,110000,1,1,2,2
2815,2018,245000,30000,2,1,1,1
2817,2016,375000,25000,2,1,1,1
2818,2015,150000,55000,1,1,1,2
2819,2018,1200000,20000,1,1,1,1
2820,2014,500000,100000,1,1,1,2
2821,2007,75000,40000,2,1,1,2
2822,2006,225000,80000,2,1,2,3
2823,2006,275000,80000,2,1,2,3
2824,2018,620000,35000,1,1,1,1
2825,2010,600000,110000,1,1,1,2
2826,2011,275000,160000,1,1,1,1
2827,2013,125000,125000,1,1,1,1
2828,2011,80000,62000,2,1,1,2
2829,2011,199000,120000,1,1,1,2
2830,2016,440000,33000,2,1,1,2
2831,2013,250000,80000,1,1,1,3
2832,2017,700000,35000,1,1,1,1
2834,2019,240000,5000,2,1,1,1
2836,2016,650000,81595,1,2,1,1
2837,2005,71000,22000,2,1,1,1
2838,2015,400000,40000,2,1,1,1
2839,2008,130000,40000,2,1,1,2
2840,2013,300000,70000,1,1,1,2
2841,2019,1100000,4000,1,1,1,1
2842,2015,1200000,24000,1,1,2,1
2843,2018,800000,13500,2,2,1,1
2844,2013,490000,40000,1,1,1,1
2845,2018,836000,9700,2,2,1,1
2846,2012,375000,62000,2,1,1,2
2847,2016,1200000,24000,1,2,1,1
2848,2019,1200000,13000,1,2,1,1
2849,2009,35000,50000,2,1,1,3
2850,2017,1068000,36000,2,2,1,1
2851,2017,1189000,40000,1,2,1,1
2852,2018,700000,27000,2,1,1,1
2853,2016,350000,40000,2,1,1,1
2854,2009,254999,80000,2,1,1,2
2855,2005,229999,169500,1,1,1,3
2856,2016,750000,80000,1,1,1,1
2857,2012,325000,119000,1,1,1,2
2858,2009,760000,169500,1,1,1,2
2859,2017,509999,25000,2,1,2,1
2860,2013,363000,28740,2,1,1,1
2861,2010,229999,48500,2,1,1,1
2862,2012,290000,110000,2,1,1,2
2863,2018,550000,30000,2,1,1,1
2864,2011,125000,120000,1,1,1,2
2865,2014,1200000,130000,1,1,2,1
2866,2008,350000,140000,1,1,1,2
2867,2011,390000,90000,1,1,1,1
2872,2015,220000,45000,2,1,1,1
2873,2005,140000,80000,2,1,1,3
2874,2018,370000,15000,2,1,2,1
2875,2019,650000,20000,1,1,1,1
2876,2017,280000,37000,2,1,1,1
2877,2016,540000,80000,1,1,1,1
2878,2002,50000,120000,1,1,1,3
2879,2018,800000,20000,2,1,1,1
2880,2016,515000,25000,1,1,1,1
2881,2010,220000,96000,2,1,1,3
2883,2013,165000,53000,2,2,1,1
2884,2010,221000,65000,1,2,1,1
2885,2015,245000,43000,2,2,1,1
2886,2012,260000,42000,2,2,1,1
2887,2011,550000,73000,1,2,2,1
2888,2015,434999,29000,2,2,1,1
2889,2013,450000,95000,1,2,1,1
2890,2014,290000,25000,2,1,1,1
2891,2011,305000,53000,2,2,1,2
2892,2011,265000,20000,2,2,1,1
2893,2014,325000,57000,2,2,1,1
2894,2014,550000,52000,1,2,1,1
2895,2008,105000,40000,2,1,1,1
2896,2012,275000,47000,2,2,1,1
2897,2012,434999,47000,2,2,1,2
2898,2016,690000,73000,1,2,1,1
2899,2012,249000,42000,2,2,1,2
2900,2012,204999,60000,2,2,1,3
2902,2015,190000,120000,2,1,1,1
2903,2012,150000,50000,2,1,1,1
2904,2001,70000,70000,2,1,1,3
2906,2019,950000,11000,2,1,2,1
2907,2013,475000,80000,2,1,1,1
2908,2001,55000,80000,2,1,1,3
2909,2013,450000,75000,1,1,1,2
2910,2009,1200000,45000,1,1,2,3
2912,2014,350000,60000,1,1,1,2
2913,2011,229999,160000,1,1,1,2
2914,2015,821000,50000,2,1,1,1
2915,2014,200000,80000,2,1,1,2
2917,2016,220000,60000,2,1,1,2
2918,2015,459999,148620,1,2,1,1
2919,2012,310000,70000,1,1,1,2
2920,2018,815000,42000,1,1,1,1
2921,2017,1200000,40000,1,1,1,1
2922,2011,170000,150000,1,1,1,2
2923,2017,1000000,30000,1,1,1,1
2924,2010,155000,90000,2,1,1,3
2925,2017,400000,120000,1,1,1,1
2926,2016,400000,80000,1,1,1,2
2927,2010,250000,80000,1,1,1,2
2928,2008,150000,50000,2,1,1,3
2931,2014,325000,70000,1,1,2,1
2952,2019,738000,8000,2,1,2,1
2954,2012,150000,110000,1,1,1,1
2955,2007,440000,169500,1,1,1,3
2956,2011,280000,110000,1,1,1,1
2957,2006,100000,120000,2,1,1,2
2958,2008,150000,100000,2,1,1,2
2959,2014,380000,100000,1,1,1,2
2960,2006,90000,60000,2,1,1,2
2961,2008,300000,169500,1,1,1,3
2962,2011,275000,60000,1,1,1,2
2963,2009,180000,41090,2,1,1,1
2964,2012,225000,169500,1,1,1,1
2965,2014,200000,40000,2,1,1,1
2966,2011,500000,40000,2,1,1,2
2967,2010,300000,70000,2,1,1,2
2968,2015,765000,80000,1,1,1,2
2969,2017,650000,90000,1,1,1,1
2970,2017,380000,19000,2,1,1,1
2972,2001,200000,60000,1,1,1,1
2974,2010,145000,68000,3,1,1,2
2975,2011,280000,120000,1,1,1,2
2976,2014,254999,30000,1,1,1,1
2977,2016,300000,90000,2,1,1,2
2978,2015,480000,140000,1,1,1,3
2979,2017,850000,44500,2,1,2,1
2980,2014,350000,52000,1,1,1,2
2981,2016,650000,26000,2,1,1,1
2983,2007,550000,80000,2,1,1,2
2984,2015,300000,35000,2,1,1,1
2985,2008,150000,60000,2,1,1,2
2986,2014,300000,120000,2,1,1,1
2987,2004,80000,58000,2,1,1,1
2991,2011,180000,80000,1,1,1,3
2998,2009,110000,100000,1,1,1,3
3003,2015,425000,12000,2,1,1,1
3005,2016,700000,35000,1,1,1,1
3006,2010,130000,50000,2,1,1,2
3008,2017,650000,67000,1,1,1,1
3009,2013,400000,100000,2,1,1,2
3010,2017,800000,60000,1,1,1,1
3011,2017,675000,70000,1,1,1,1
3012,2017,210000,50000,2,1,1,3
3013,2009,150000,120000,1,1,1,3
3014,2007,45000,100000,3,1,1,3
3015,2015,516000,90000,2,1,1,1
3016,2014,450000,80000,2,1,1,1
3017,2012,134000,90000,2,1,1,2
3018,2014,509999,157000,1,1,1,2
3020,2008,130000,80000,2,1,1,3
3021,2015,575000,60000,1,1,1,1
3022,2015,550000,49000,2,1,1,1
3023,2009,145000,89255,1,1,1,1
3024,2020,347000,5000,2,1,1,1
3025,2013,275000,110000,1,1,1,1
3026,2010,630000,169500,1,1,1,3
3027,2012,160000,90000,1,1,1,2
3028,2010,150000,63000,1,1,1,3
3029,2015,550000,23000,2,1,1,1
3030,2013,349000,100000,1,1,1,1
3031,2004,229999,168000,1,1,1,3
3032,2008,110000,90000,1,1,1,3
3033,2008,110000,70000,2,1,1,3
3034,2018,245000,5550,2,1,1,2
3035,2014,180000,100000,2,1,1,2
3036,2014,290000,80000,2,1,1,2
3038,2010,150000,100000,1,1,1,1
3039,2004,55000,35000,2,1,1,3
3040,2006,500000,75000,1,1,1,2
3041,2013,290000,150000,1,1,1,3
3043,2009,72000,70000,2,1,1,1
3044,2014,250000,115000,1,1,1,1
3045,2019,575000,25000,2,1,2,1
3046,2019,1200000,10000,1,1,2,1
3047,2019,425000,15000,2,1,1,1
3048,2019,470000,10000,3,1,1,1
3049,2012,220000,80000,2,1,1,3
3050,2020,310000,1700,2,1,1,1
3051,2016,400000,45217,1,2,1,1
3053,2018,310000,20000,2,1,1,1
3054,2017,750000,50000,1,1,1,1
3055,2009,204999,120000,1,1,1,2
3057,2012,180000,40000,2,1,1,2
3058,2007,125000,110000,1,1,1,2
3059,2014,420000,155000,1,1,1,1
3060,2011,220000,70000,2,1,1,2
3061,2010,200000,70000,2,1,1,3
3062,2009,130000,100000,1,1,1,3
3063,2016,335000,41000,2,2,1,1
3064,2017,1200000,60000,1,2,2,1
3065,2018,1200000,56000,1,2,2,1
3066,2017,1200000,60000,1,2,2,1
3067,2011,434999,97000,2,2,2,2
3068,2014,500000,60000,2,1,1,1
3069,2017,290000,60000,2,1,1,1
3070,2014,475000,48000,2,2,2,2
3071,2009,270000,169500,1,1,1,3
3072,2019,600000,80000,2,1,1,1
3074,2012,415000,80000,1,1,1,2
3075,2018,800000,30000,1,1,2,2
3076,2016,420000,44440,2,1,1,2
3077,2018,1200000,30000,1,1,1,1
3078,2011,270000,120000,1,1,1,1
3079,2015,390000,80000,1,1,1,2
3081,2007,100000,169500,2,1,1,1
3082,2010,850000,46000,1,1,2,1
3083,2012,359000,120000,1,1,2,3
3084,2015,470000,91365,1,2,1,1
3085,2013,360000,90010,1,2,1,2
3086,2013,250999,80000,1,1,1,1
3087,2012,45000,35000,2,1,1,2
3088,2006,75000,80000,2,1,1,2
3089,2013,495000,31800,1,2,1,1
3090,2013,310000,59100,3,2,1,1
3091,2016,540000,31200,2,2,1,1
3092,2016,665000,51000,1,2,1,1
3093,2013,425000,22700,1,2,1,2
3094,2011,1200000,58000,1,2,2,1
3095,2016,675000,50900,1,2,1,1
3096,2018,980000,10000,1,1,1,1
3097,2014,320000,60000,1,1,1,1
3098,2011,250000,80000,2,1,1,2
3099,2016,600000,72000,1,1,1,1
3100,2016,300000,96000,2,1,1,1
3101,2014,305000,66000,1,1,1,1
3104,2009,106000,70000,2,1,1,1
3105,2006,90000,75000,2,1,1,3
3106,2019,539000,2417,2,1,1,1
3108,2016,250000,30000,2,1,1,2
3110,2018,707000,60000,1,1,1,1
3111,2007,95000,120000,2,1,1,3
3112,2020,495000,7000,3,1,1,1
3113,2012,200000,35000,1,1,1,1
3114,2009,110000,110000,2,1,1,3
3115,2008,100000,130000,2,1,1,3
3116,2016,150000,25000,2,1,1,2
3118,2005,50000,80000,2,1,1,3
3119,2007,85000,70000,2,1,1,2
3120,2018,475000,23000,2,1,1,1
3121,2014,425000,40000,2,1,1,1
3122,2006,480000,110000,2,1,2,2
3123,2019,950000,10000,1,1,1,1
3124,2015,535000,80000,1,1,1,1
3125,2009,325000,25000,1,1,1,3
3126,2013,270000,74000,2,1,1,3
3127,2015,300000,60000,2,1,1,3
3128,2011,325000,70000,1,1,1,1
3129,2010,350000,100000,1,1,1,1
3130,2008,229999,146000,1,1,1,3
3131,2012,325000,120000,1,1,1,2
3132,2005,70000,70000,2,1,1,2
3133,2008,190000,120000,1,1,1,3
3134,2011,345000,65500,1,1,1,1
3135,2016,1025000,70000,1,1,1,1
3136,2012,120000,50000,2,1,1,1
3137,2009,114999,90000,2,1,1,2
3138,2009,300000,120000,2,1,1,2
3139,2016,340000,56000,2,2,1,1
3140,2005,90000,70000,2,1,1,2
3141,2006,150000,140300,2,1,1,1
3142,2010,115999,70000,2,1,1,1
3161,2016,375000,23000,2,2,1,2
3162,2007,275000,10211,2,1,1,1
3163,2005,120000,120000,1,1,1,3
3164,2015,350000,120000,1,1,1,1
3165,2017,409999,35000,2,1,1,1
3166,2012,500000,130000,1,1,1,1
3167,2013,220000,90000,1,1,1,2
3168,2008,120000,80000,2,1,1,2
3169,2007,70000,55000,2,1,1,2
3170,2017,800000,15000,2,1,1,1
3171,2014,450000,169500,1,1,1,2
3172,2012,525000,145000,1,1,1,1
3173,2016,300000,35000,2,1,1,1
3174,2008,195000,56000,2,1,1,2
3175,2007,130000,98000,1,1,1,2
3176,2011,300000,135000,1,1,1,2
3177,2002,120000,60000,2,1,1,3
3178,2010,450000,120000,1,1,1,3
3179,2010,160000,102000,1,1,1,2
3181,2013,100000,80000,2,1,1,1
3183,2015,265000,32933,2,2,1,1
3184,2008,175000,54551,2,2,1,1
3185,2014,250999,57112,2,2,1,1
3186,2015,471000,41025,2,2,2,1
3189,2012,225000,53122,2,2,1,2
3190,2013,245000,64111,3,2,1,1
3191,2011,221000,78892,2,2,1,1
3192,2011,271000,74113,2,2,1,1
3193,2012,290000,80000,2,2,1,1
3194,2017,525000,39000,2,2,1,1
3195,2012,377000,84775,2,2,1,1
3196,2012,95000,20778,2,2,1,1
3197,2015,763000,64441,1,2,1,1
3198,2015,450000,43192,2,2,1,1
3199,2014,140000,44416,2,2,1,1
3200,2016,701000,79991,1,2,1,1
3201,2011,277000,62601,1,2,1,2
3202,2018,520000,50000,2,1,2,1
3203,2017,550000,100000,1,1,1,1
3204,2011,260000,97000,1,1,1,3
3205,2015,420000,100000,1,1,1,1
3206,2002,35000,100000,2,1,1,3
3207,2018,1150000,20000,1,1,1,1
3208,2017,680000,46000,2,1,1,1
3209,2012,425000,40000,1,1,1,1
3210,2014,450000,70000,1,1,1,2
3211,2008,590000,89600,1,1,1,3
3212,2017,936999,60800,2,1,1,1
3213,2015,420000,104000,1,1,1,2
3214,2014,450000,80000,1,1,1,2
3215,2004,40000,69111,2,1,1,3
3216,2014,520000,70000,1,1,1,2
3217,2007,80000,120000,2,1,1,1
3218,2014,55000,40000,2,1,1,1
3219,2001,80000,100000,1,1,1,3
3220,2019,210000,20000,2,1,1,1
3222,2017,260000,50000,1,1,1,1
3223,2016,250000,70000,1,1,1,1
3224,2008,80000,90000,1,1,1,1
3225,2010,450000,150000,1,1,1,2
3226,2005,310000,120000,1,1,1,2
3247,2014,350000,90000,2,1,1,2
3248,2011,320000,100000,1,1,1,1
3249,2016,475000,90000,1,1,1,1
3250,2011,220000,140000,1,1,1,2
3271,2008,70000,60000,2,1,1,1
3272,2015,281000,40000,1,1,1,1
3273,2013,211000,80000,1,1,1,1
3274,2018,550000,11000,2,1,1,1
3275,2014,350000,110000,1,1,1,1
3276,2017,420000,19890,2,2,2,1
3277,2015,270000,20969,2,2,1,1
3278,2016,399000,20194,2,2,1,1
3279,2016,440000,34982,2,2,1,1
3280,2012,250000,44588,2,2,1,1
3281,2016,650000,57904,1,2,1,1
3282,2015,270000,59258,2,2,1,1
3283,2016,390000,60826,2,2,1,1
3285,2014,225000,35000,2,1,1,1
3286,2015,900000,110000,1,1,1,2
3287,2018,1200000,40000,1,1,2,1
3288,2019,800000,10000,2,1,1,1
3289,2013,320000,50000,1,1,1,1
3291,2018,740000,25000,2,1,1,1
3292,2019,350000,1300,2,1,1,1
3293,2014,280000,40000,2,1,1,1
3294,2018,675000,50000,1,1,2,1
3295,2011,300000,20000,2,1,1,1
3296,2011,400000,76000,1,1,1,3
3297,2010,420000,100000,1,1,1,3
3298,2008,300000,120000,1,1,1,1
3299,2010,170000,70000,2,1,1,1
3301,2015,600000,60000,1,1,1,2
3302,2014,260000,38000,2,1,1,2
3303,2015,82000,19000,2,1,1,1
3304,2016,690000,75000,1,1,1,1
3305,2015,300000,70000,1,1,1,1
3306,2017,1200000,30000,1,1,1,1
3307,2017,799000,31707,1,1,1,1
3308,2010,1000000,169500,1,1,1,1
3309,2014,190000,90000,2,1,1,2
3310,2014,250000,30000,1,1,1,1
3311,2009,200000,60000,2,1,1,1
3312,2005,300000,90000,1,1,1,2
3313,2015,250000,120000,2,1,1,2
3314,2008,90000,70000,2,1,1,3
3319,2016,700000,160000,1,1,1,1
3320,2012,1200000,115992,1,2,2,3
3321,2017,290000,110000,2,1,1,2
3322,2014,1050000,97000,1,1,1,2
3323,2008,70000,100000,1,1,1,3
3324,2016,520000,41000,1,1,1,1
3325,2012,150000,90000,1,1,1,1
3326,2008,120000,90000,2,1,1,1
3328,2010,150000,70000,1,1,1,2
3329,2011,400000,60000,2,1,1,1
3330,2015,310000,30000,2,1,1,2
3331,2015,550000,30000,2,1,1,1
3332,2016,550000,60000,1,1,1,1
3333,2013,320000,73000,1,1,1,1
3334,2001,50000,100000,2,1,1,3
3337,2017,700000,50000,1,1,1,2
3338,2012,700000,110000,1,1,1,2
3339,2017,655000,84000,1,2,1,1
3341,2011,200000,110000,3,1,1,1
3342,2012,375000,150000,1,1,1,1
3343,2012,470000,109052,1,2,1,1
3344,2015,550000,90658,1,2,1,1
3345,2014,500000,110000,1,1,1,2
3346,2015,210000,25000,2,1,1,1
3350,2013,1200000,81000,1,2,2,1
3352,2009,245000,75000,1,2,2,1
3353,2017,700000,25552,2,2,1,2
3355,2017,350000,80000,1,1,1,1
3356,2017,635000,25000,2,2,2,1
3357,2012,325000,40700,2,1,1,1
3358,2017,1150000,65500,1,2,2,1
3359,2008,110000,42000,2,2,1,1
3360,2018,890000,8000,2,2,1,1
3361,2007,73000,80000,2,1,1,2
3363,2016,750000,6000,2,2,1,1
3365,2018,690000,11174,2,2,1,1
3366,2008,130000,120000,2,1,1,1
3368,2007,85000,85000,2,1,1,2
3369,2018,1200000,10000,2,1,2,1
3370,2013,325000,105000,1,1,1,1
3371,2001,85000,120000,2,1,1,2
3372,2018,860000,30000,1,2,1,2
3373,2017,690000,41000,1,1,1,1
3374,2013,650000,54000,1,2,1,1
3375,2014,375000,40000,1,1,1,1
3376,2013,525000,71000,1,2,1,1
3377,2016,330000,72500,2,2,1,1
3378,2013,280000,76600,2,2,1,1
3379,2014,470000,40000,2,1,1,1
3380,2011,350000,110000,1,1,1,1
3381,2012,480000,63000,2,2,1,1
3382,2016,620000,60000,1,1,1,1
3383,2014,250000,58000,2,1,1,1
3384,2010,78692,80000,2,1,1,2
3385,2012,350000,80000,1,1,1,1
3386,2013,250000,70000,2,1,1,2
3387,2011,260000,97700,2,1,1,3
3388,2016,640000,36000,1,1,1,2
3389,2008,220000,90000,1,1,1,2
3390,2015,465000,130000,1,1,1,1
3392,2018,425000,15000,2,1,1,1
3393,2008,95000,120000,2,1,1,3
3394,2012,170000,169500,3,1,1,3
3395,2016,229999,37500,2,1,1,2
3396,2001,45000,50000,2,1,1,3
3397,2007,479000,145000,2,1,1,3
3399,2016,340000,30000,2,1,1,1
3400,2016,620000,35000,2,1,1,1
3401,2012,270000,60000,1,1,1,1
3402,2018,400000,35000,1,1,1,1
3403,2015,260000,40000,2,1,1,1
3404,2003,48000,50000,2,1,1,3
3405,2015,100000,23800,2,1,1,2
3406,2015,490000,70000,1,1,1,1
3407,2010,120000,90000,3,1,1,2
3408,2008,125000,102000,2,1,1,2
3410,2019,190000,5000,2,1,1,1
3415,2011,500000,20000,2,1,1,1
3416,2014,1200000,99000,1,1,2,1
3417,2008,320000,90000,2,1,1,1
3418,2007,250000,47000,2,2,2,1
3419,2010,105000,90000,1,1,1,3
3421,2019,600000,1100,2,1,2,1
3422,2020,210000,40000,2,1,1,1
3423,2012,210000,15000,2,1,1,1
3424,2009,150000,40000,2,1,1,1
3425,2008,125000,60000,2,1,1,1
3426,2016,380000,20000,2,1,1,1
3427,2019,600000,5000,2,1,1,1
3428,2016,490000,27000,2,1,1,1
3429,2018,545000,38000,1,1,1,2
3430,2015,250000,25000,2,1,1,1
3431,2020,1050000,1100,2,1,1,1
3432,2007,100000,100000,2,1,1,1
3433,2014,250000,100000,1,1,1,2
3434,2007,100000,110000,2,1,1,1
3435,2016,350000,60000,1,1,1,2
3436,2012,370000,70000,1,1,1,2
3437,2004,121000,110000,2,1,1,2
3438,2017,570000,44077,2,2,2,1
3439,2017,785000,24000,1,1,1,1
3440,2018,850000,30000,1,1,1,1
3441,2016,375000,30000,2,1,1,2
3442,2017,619000,40000,2,1,1,1
3443,2011,335000,90000,1,1,1,2
